dur,spkts,dpkts,rate,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,stcpb,dtcpb,tcprtt,synack,ackdat,smean,dmean,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label,proto_converted,service_converted,state_converted,sttl_converted,dttl_converted,id,r
1.5000002750000507e-07,9.394081728511038e-05,0.0,0.11111110686666668,0.018898167646558293,0.0,0.0,0.0,1.4997502415930998e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05945945945945946,0.0,0.0,0.0967741935483871,0.3333333333333333,0.017241379310344827,0.0,0.0,0.016129032258064516,0.0,0.0,0.03389830508474577,0.01639344262295082,0.0,1.0,0.0,0.0,0.0,0.0,0.0,782,0.03906119203707026
0.016521119695538614,0.00479098168154063,0.002178253766563805,7.566074277301777e-05,6.84627256593664e-05,0.000731808530554666,0.004324121075390111,0.001452696568004358,0.0003238895116000015,0.0007143442657021464,0.0011385206950772814,0.0001169720291171091,0.10648315427627572,0.7933706206350969,0.008776215404301754,0.0063611244370562915,0.004442808570673503,0.5756756756756758,0.05466666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.015384615384615385,0.3333333333333333,0.16666666666666666,0.2,0.14285714285714285,2431,0.8696164497112108
1.3333335777778225e-07,9.394081728511038e-05,0.0,0.12499999992500001,0.018982535144356685,0.0,0.0,0.0,1.3331113258605333e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051351351351351354,0.0,0.0,0.0967741935483871,0.3333333333333333,0.017241379310344827,0.017241379310344827,0.02702702702702703,0.0967741935483871,0.0,0.0,0.06779661016949153,0.09836065573770492,0.0,1.0,0.7615384615384616,0.0,0.0,0.0,0.0,3109,0.21723623085522337
0.017778936592805043,0.0038515735086895255,0.0,3.843500188469499e-05,2.6265375697810143e-06,0.0,0.0,0.0,0.00043356031442230486,0.0,2.0494002821751426e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.01418918918918919,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,1.0,0.03076923076923077,0.0,0.0,0.0,0.0,6347,0.5207580416910309
0.02716838831420453,0.004415218412400188,0.002178253766563805,4.3555529869333406e-05,3.741116585473454e-05,0.00040895036925988763,0.003948110547095319,0.001452696568004358,0.0005779544679825985,0.001156011388442245,0.0018466510473713227,0.0002030051257849635,0.6652235470772515,0.22862203299696435,0.03379698623433683,0.01830148122529277,0.023934555640611886,0.5608108108108107,0.049999999999999996,0.0,0.0,0.16666666666666666,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,1.0,0.015384615384615385,0.3333333333333333,0.16666666666666666,0.2,0.14285714285714285,8705,0.5638508390061447
0.005793317728774917,0.0006575857209957727,0.0007260845888546016,4.315317387054048e-05,1.3936585232011044e-06,0.0021963699275754202,0.00018800526414739614,0.0003631741420010895,0.0008274788805170978,0.0008117702969419065,0.002177015477296461,0.00021530141754651813,0.5023245891742834,0.13974636236678514,0.017741101907252848,0.005820338987252958,0.016735990232103627,0.014864864864864866,0.18933333333333333,0.0,0.0,0.16666666666666666,0.017241379310344827,0.0,0.0,0.016129032258064516,0.0,0.0,0.01694915254237288,0.0,0.0,1.0,0.015384615384615385,0.25,0.16666666666666666,0.2,0.14285714285714285,11192,0.4161894925332299
0.01765863657075004,0.0008454673555659935,0.0009076057360682519,1.793268294620195e-05,1.0835717673890713e-06,0.0016260857131138267,0.00037601052829479227,0.0005447612130016343,0.001961743670953997,0.0017094344158322832,0.0040386149643760255,0.015367157321897345,0.43103422171024014,0.8269454869705523,0.0758002493808003,0.05281877830213822,0.04071083571373454,0.04054054054054054,0.33199999999999996,0.0003873825073242188,0.0,0.16666666666666666,0.0,0.0,0.0,0.12903225806451613,0.0,0.0625,0.0,0.0,0.0,1.0,0.015384615384615385,0.08333333333333333,0.16666666666666666,0.2,0.14285714285714285,11416,0.7882555485623862
1.5000002750000507e-07,9.394081728511038e-05,0.0,0.11111110686666668,0.009617817300273116,0.0,0.0,0.0,1.4997502415930998e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222972972972973,0.0,0.0,0.11290322580645161,0.3333333333333333,0.12068965517241378,0.12068965517241378,0.1891891891891892,0.11290322580645161,0.0,0.0,0.11864406779661017,0.11475409836065574,0.0,1.0,0.0,0.5,0.0,0.0,0.0,12698,0.6139423039657729
1.1666668805555949e-07,9.394081728511038e-05,0.0,0.14285714047142858,0.012365765534237667,0.0,0.0,0.0,1.1664724101279667e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222972972972973,0.0,0.0,0.2903225806451613,0.3333333333333333,0.3103448275862069,0.3103448275862069,0.48648648648648657,0.2903225806451613,0.0,0.0,0.3220338983050847,0.29508196721311475,0.0,1.0,0.0,0.5,0.0,0.0,0.0,15632,0.658536108432821
5.0000009166668354e-08,9.394081728511038e-05,0.0,0.3333333205000001,0.028853453419422158,0.0,0.0,0.0,4.9991674719769996e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222972972972973,0.0,0.0,0.2096774193548387,0.3333333333333333,0.15517241379310345,0.15517241379310345,0.24324324324324326,0.2096774193548387,0.0,0.0,0.1694915254237288,0.21311475409836067,0.0,1.0,0.0,0.5,0.0,0.0,0.0,22212,0.3683860768437671
