dur,spkts,dpkts,rate,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,stcpb,dtcpb,tcprtt,synack,ackdat,smean,dmean,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label,proto_converted,service_converted,state_converted,sttl_converted,dttl_converted,id,r
1.5000002750000507e-07,9.394081728511038e-05,0.0,0.11111110686666668,0.013161223354352092,0.0,0.0,0.0,1.4997502415930998e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03648648648648649,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.046153846153846156,0.0,0.0,0.0,0.0,249,0.09944678474416668
0.006908934599971344,0.0008454673555659935,0.0007260845888546016,4.100970687697088e-05,3.97110371552723e-06,0.00028733306474372066,0.00037601052829479227,0.00018158707100054475,0.0007496584902060977,0.0008746243455923563,0.002119800763660729,0.00022592080241195544,0.8892724807338237,0.6727744986171172,0.02868036211243594,0.018912305363723923,0.016585415487278314,0.06486486486486487,0.029333333333333333,0.0,0.11290322580645161,0.16666666666666666,0.017241379310344827,0.017241379310344827,0.0,0.11290322580645161,0.0,0.0,0.01694915254237288,0.11475409836065574,0.0,1.0,0.015384615384615385,0.0,0.16666666666666666,0.0,0.14285714285714285,398,0.9260252494090719
0.015089736099784952,0.001972757162987318,0.0010891268832819024,3.644862289065413e-05,2.84940131939128e-05,0.0003509609807508803,0.001504042113179169,0.0003631741420010895,0.0007177733168169727,0.001420444709698292,0.002312406037432633,0.0002701900050029897,0.4061671419349837,0.39353134798597944,0.043797862861494216,0.026410473821025737,0.028049582453842526,0.5304054054054055,0.049999999999999996,0.0,0.03225806451612903,0.16666666666666666,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.032786885245901634,0.0,1.0,0.015384615384615385,0.0,0.16666666666666666,0.0,0.14285714285714285,1975,0.33288157785731753
5.0000009166668354e-08,9.394081728511038e-05,0.0,0.3333333205000001,0.05062009169348074,0.0,0.0,0.0,4.9991674719769996e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051351351351351354,0.0,0.0,0.06451612903225806,0.3333333333333333,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.06557377049180328,0.0,1.0,0.6692307692307693,0.0,0.0,0.0,0.0,2020,0.40965990201281244
1.5000002750000507e-07,9.394081728511038e-05,0.0,0.11111110686666668,0.01687336440402785,0.0,0.0,0.0,1.4997502415930998e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051351351351351354,0.0,0.0,0.0967741935483871,0.3333333333333333,0.05172413793103448,0.05172413793103448,0.08108108108108109,0.0967741935483871,0.0,0.0,0.3389830508474576,0.09836065573770492,0.0,1.0,0.7615384615384616,0.0,0.0,0.0,0.0,2328,0.8941177913693268
0.014966652743886337,0.0008454673555659935,0.0009076057360682519,2.115815293652554e-05,9.267207848822093e-07,0.00024901944891693564,0.00037601052829479227,0.0005447612130016343,0.0016609141357659236,0.0015198233471725641,0.0036045887666323645,0.0002683438771902251,0.6265297332063007,0.17107174573947542,0.05498519546823012,0.033534896001844554,0.034797447945866845,0.025,0.043333333333333335,0.0,0.06451612903225806,0.16666666666666666,0.0,0.0,0.0,0.016129032258064516,0.0,0.0,0.03389830508474577,0.01639344262295082,0.0,1.0,0.015384615384615385,0.0,0.16666666666666666,0.0,0.14285714285714285,6523,0.21365235862008902
1.0000001833333671e-07,9.394081728511038e-05,0.0,0.16666666030000005,0.02277904065462521,0.0,0.0,0.0,9.998334943953999e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0445945945945946,0.0,0.0,0.14516129032258063,0.3333333333333333,0.15517241379310345,0.15517241379310345,0.24324324324324326,0.14516129032258063,0.0,0.0,0.15254237288135591,0.1475409836065574,0.0,1.0,0.1,0.0,0.0,0.0,0.0,6585,0.049217633565937224
1.5000002750000507e-07,9.394081728511038e-05,0.0,0.11111110686666668,0.01687336440402785,0.0,0.0,0.0,1.4997502415930998e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051351351351351354,0.0,0.0,0.08064516129032258,0.3333333333333333,0.017241379310344827,0.017241379310344827,0.02702702702702703,0.08064516129032258,0.0,0.0,0.01694915254237288,0.08196721311475409,0.0,1.0,0.7615384615384616,0.0,0.0,0.0,0.0,6603,0.6828140006923588
1.5000002750000507e-07,9.394081728511038e-05,0.0,0.11111110686666668,0.01687336440402785,0.0,0.0,0.0,1.4997502415930998e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051351351351351354,0.0,0.0,0.06451612903225806,0.3333333333333333,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.06557377049180328,0.0,1.0,0.7615384615384616,0.0,0.0,0.0,0.0,7401,0.46892597910753697
1.5000002750000507e-07,9.394081728511038e-05,0.0,0.11111110686666668,0.01687336440402785,0.0,0.0,0.0,1.4997502415930998e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051351351351351354,0.0,0.0,0.0967741935483871,0.3333333333333333,0.017241379310344827,0.017241379310344827,0.02702702702702703,0.0967741935483871,0.0,0.0,0.1694915254237288,0.09836065573770492,0.0,1.0,0.7615384615384616,0.0,0.0,0.0,0.0,8025,0.9185765883632006
